顧客ID,性別,高齢者,既婚者,音声通話,インターネット,契約期間,支払方法,国際通話,通話分数_昼,通話回数_昼,通話分数_夕,通話回数_夕,通話分数_夜,通話回数_夜,サービスコール,月間支払額,解約
7581-EBBOU,F,0,0,1,1,1,3,0,3.84,1.77,3.27,1.3,3.59,1.8,0.02,70.41,0
7587-RZNME,M,0,0,1,1,0,1,1,95.8,39.33,86.53,28,51.07,28.67,0.33,41.23,1
7593-JNWRU,M,0,1,1,1,0,2,0,52.2,17.17,36.05,25.17,36.4,17.67,0.33,43.47,1
7593-XFKDI,M,0,0,1,1,0,0,0,111.2,90,263.5,98,224.7,128,6,46.3,1
7594-LZNWR,M,1,0,1,2,0,3,0,4.99,2.82,4.64,2.76,2.89,2.06,0,66.91,0
7594-RQHXR,F,0,0,1,2,0,1,0,234.9,136,270.8,134,219.3,101,1,79.6,1
7595-EUIVN,F,0,0,1,2,0,1,0,263.8,66,251.3,116,200.1,112,5,75.8,1
7596-IIWYC,F,0,0,1,0,2,2,0,8.5,3.85,9.53,3.11,8.57,4.41,0.07,19.93,0
7596-LDUXP,F,0,0,1,2,1,3,0,11.32,8.67,18.54,8.42,19.63,7.67,0.17,81.59,0
7596-ZYWBB,F,0,0,1,1,2,0,0,3.17,1.35,3.22,1.32,4.46,1.29,0.03,57.54,0
7598-UAASY,M,0,1,1,2,0,1,0,79.75,51.5,137.75,45,88.35,63,0.5,75.9,1
7601-GNDYK,M,0,1,1,0,2,0,0,4.33,2.54,5.33,2.17,4.93,3.43,0,19.63,0
7601-WFVZV,M,0,0,1,0,0,0,0,195.9,103,89.1,95,302.2,82,1,19.6,0
7602-DBTOU,F,0,1,1,0,2,0,1,2.17,1.49,1.74,1.56,1.66,1.45,0.01,19.95,0
7605-SNLQG,F,0,1,1,1,0,3,1,4.08,2.51,3.66,2.44,2.47,1.93,0.02,49.37,0
7606-BPHHN,M,0,0,1,0,2,3,0,3.51,1.44,2.35,1.74,2.37,1.47,0.03,20.4,0
7609-NRNCA,F,0,0,1,0,1,0,0,9.65,6.24,12.12,3.29,11.45,7.29,0.06,16.52,0
7611-YKYTC,M,0,1,1,2,0,2,0,11.17,4.64,12.03,4.09,5.08,4.68,0,71.55,0
7617-EYGLW,M,0,0,1,0,0,1,0,198.3,94,279.3,101,146.2,87,3,19.5,0
7622-FWGEW,M,1,1,1,1,2,2,0,3.19,1.29,4.17,2.39,3.2,1.62,0,86.15,0
7623-HKYRK,M,0,0,1,0,0,0,0,18.63,14.17,39.93,17,44.72,13.5,0.17,18.62,0
7629-WIXZF,F,0,0,1,1,1,1,0,39.46,13.57,23.69,17,21.66,11.29,0.43,52.76,0
7632-YUTXB,F,0,1,1,0,1,0,0,4.86,3.36,6.61,4.6,9.76,3.8,0.04,20.8,0
7633-MVPUY,M,0,1,1,1,2,1,0,3.75,1.79,2.49,1.51,2.49,2.16,0,60.53,0
7634-HLQJR,F,0,1,1,0,2,3,0,3.56,2.13,3.49,1.68,3.96,2.13,0.04,21.63,0
7636-PEPNS,F,0,1,1,1,1,0,0,1.82,1.64,2.44,1.72,3.11,1.81,0.03,41.61,0
7636-XUHWW,M,0,0,1,0,0,3,0,105.3,60,76.55,42,131.1,39.5,0,16.85,0
7639-LIAYI,M,0,0,1,1,2,3,0,3.62,2.02,2.91,2.06,3.88,2.54,0.04,81.11,0
7643-RCHXS,F,0,1,1,0,2,1,0,3.08,1.62,1.89,1.65,2.16,1.97,0,20.06,0
7647-GYYKX,F,0,1,1,0,2,2,0,3.26,2.06,5.28,2.13,2.79,2.26,0.02,20.23,0
7649-PHJVR,M,0,0,1,0,1,0,0,20.79,8.18,14.82,9,14.01,8.18,0.09,20.62,0
7654-YWJUF,M,0,1,1,2,1,2,0,3.96,2.28,3.61,2.37,5.32,1.77,0.02,82.31,0
7657-DYEPJ,M,1,0,1,1,1,3,0,4.62,2.87,5.57,2.55,3.63,2.87,0.13,65.72,1
7658-UYUQS,M,1,1,1,2,0,2,0,9.53,5,11.64,4.19,9.87,4.62,0.14,88.44,0
7661-CPURM,M,0,0,1,2,1,3,0,13.77,5.53,9.57,5.63,5.31,6.89,0,90.84,0
7663-RGWBC,M,0,0,1,1,0,0,1,251.4,118,196.6,80,192,53,0,44.2,1
7663-ZTEGJ,M,0,0,1,2,1,3,0,7.28,3.41,5.35,3.07,8.1,3.31,0.03,97.6,0
7665-VIGUD,M,0,0,1,0,1,0,0,14.33,10.3,21.13,10.8,18.52,9.6,0.1,17.63,0
7669-LCRSD,M,0,1,1,1,0,0,0,21.23,6.67,7.52,6.58,12.78,5,0,52.39,0
7672-VFMXZ,M,0,1,1,1,0,1,0,4.17,2.14,3.18,1.6,3.26,2.65,0.02,55.64,0
7673-BQGKU,F,0,1,1,0,2,2,0,2.2,1.38,1.75,1.52,2.87,1.83,0,19.38,0
7674-YTAFD,F,0,0,1,2,1,2,0,5.4,4.15,5.73,2.3,3.91,3.09,0,81.36,0
7675-OZCZG,F,1,0,1,1,0,1,1,15.5,34.67,62,38,55.83,31.67,1.33,42.37,1
7677-SJJJK,M,0,1,1,0,1,3,0,18.93,11.88,19.05,12.12,31.26,13.62,0.12,19.25,0
7682-AZNDK,M,0,1,1,2,0,1,0,7.31,3,5.14,2.74,6.09,2.53,0.09,90.94,0
7688-AWMDX,M,0,1,1,1,2,2,0,2.29,1.38,2.9,1.54,1.99,0.93,0.01,53.21,0
7690-KPNCU,M,0,1,1,1,1,3,0,2.32,1.25,4.05,1.47,2.34,1.67,0.03,73.26,0
7691-KGKGP,M,0,1,1,1,0,3,0,2.18,1.38,5.04,1.57,2.15,1.7,0.06,63.47,0
7695-PKLCZ,F,0,0,1,0,2,3,0,2.38,1.72,1.81,1.32,3.84,1.49,0.01,20.95,0
7696-AMHOD,F,0,1,1,1,1,3,0,4.64,1.65,4.79,1.45,3.4,2.61,0.02,78.04,0
7696-CFTAT,M,0,1,1,0,2,2,0,5.67,2.22,5.26,2.54,5.42,2.3,0,19.62,0
7698-YFGEZ,M,0,0,1,0,0,0,0,175.3,96,262.3,122,143.9,76,1,20,0
7706-DZNKK,M,0,0,1,0,0,3,0,12.61,9.73,23.35,10.27,21.35,6.73,0,21.57,0
7706-YLMQA,F,0,0,1,0,1,2,0,2.05,1.3,2.79,0.83,3.19,1.36,0.01,19.16,0
7707-PYBBH,M,0,0,1,1,0,0,0,6.41,3.38,4.5,2.65,4.68,3.38,0.05,66.18,0
7711-YIJWC,M,0,1,1,1,1,2,0,2.04,1.67,2.03,1.89,2.22,1.64,0.03,86.3,0
7717-BICXI,M,0,1,1,0,2,0,0,3.02,1.85,2.8,1.53,2.81,2.03,0.05,20.09,0
7718-RXDGG,M,0,1,1,2,0,2,0,12.51,5.6,14.73,9.8,9.71,7.33,0.2,73.91,0
7718-UPSKJ,F,0,1,1,2,1,3,0,1.99,1.45,3.08,1.87,2.21,1.33,0.01,105.1,0
7721-DVEKZ,F,0,0,1,0,0,0,0,182.1,89,211.5,104,207.4,124,1,19.7,0
7727-SHVZV,F,0,0,1,0,0,2,0,22.6,13.89,20.32,9.78,23.74,13.44,0.11,16.71,0
7729-JTEEC,M,0,1,1,1,0,1,0,83.95,57,121.85,46.5,105.95,57,0.5,45.05,0
7729-XBTWX,M,0,1,1,0,2,0,0,2.31,1.8,3.44,1.38,2.97,1.56,0.02,20.37,0
7730-IUTDZ,M,0,0,1,2,0,1,0,3.47,1.7,3.05,1.88,5.55,1.6,0.05,74.39,1
7742-MYPGI,F,0,1,1,1,0,0,0,38.63,13,38.82,13.17,34.48,20.17,0.17,49.57,0
7743-EXURX,M,0,1,1,1,0,1,0,35.92,14.5,29.41,15.75,36.51,14.25,0.5,51.89,1
7746-QYVCO,M,0,1,1,1,1,0,0,14.04,5.06,8.09,7,10.47,6.81,0.06,53.61,0
7753-USQYQ,M,0,0,1,1,1,1,0,3.93,1.22,4.04,2.42,3.49,1.73,0.04,65.95,0
7754-IXRMC,F,0,0,1,1,0,0,0,197.4,125,123.4,110,115.6,101,3,45.4,0
7760-OYPDY,F,0,0,1,2,0,1,0,75.5,41.5,109.85,58,101.95,63.5,2.5,72.1,1
7762-ONLJY,F,0,1,1,0,1,0,0,13.78,19.33,32.43,15.83,26.5,9,0,15.75,0
7764-BDPEE,M,0,0,1,0,0,0,0,56.13,41.67,81.27,29.67,71.57,34,0.33,20.23,0
7766-CLTIC,F,0,0,1,1,0,0,0,15.01,12,20.01,8.5,26.67,10.5,0.2,62.96,0
7771-CFQRQ,F,0,1,1,1,2,2,0,2.41,2.3,4.03,1.34,5.78,2.64,0.06,63.99,0
7776-QGYJC,F,0,1,1,2,0,2,0,5.47,2.56,5.25,1.33,4.61,2.38,0.03,79.67,0
7776-QWNFX,M,1,1,1,1,0,2,0,9.57,3.83,5.31,3.3,7.23,2.87,0.07,50.92,1
7777-UNYHB,F,0,1,1,0,0,3,0,14.22,8.08,13.51,9.25,17.56,10.92,0.08,19.37,0
7785-RDVIG,F,0,1,1,0,0,0,0,65.8,24.33,98.57,37.67,70.57,24.33,0,18.23,0
7787-BNTZM,M,0,0,1,0,0,2,0,38.62,18.33,37.52,14.67,33.62,14.83,0,21.75,0
7794-JASDG,M,0,0,1,1,0,0,0,134.1,112,195.1,104,159.6,139,2,50.8,0
7797-EJMDP,F,0,0,1,1,0,2,0,19.64,9.62,21.55,12.12,23.06,11.75,0.12,71.81,0
7798-JVXYM,F,0,0,1,1,0,1,0,16.71,6.86,15.64,7.93,13.06,7.79,0,65.81,0
7799-DSEWS,M,0,0,1,1,0,1,0,12.93,5.89,9.73,5.39,11.79,4.28,0.11,72.21,0
7799-LGRDP,F,0,0,1,0,2,3,0,5.65,2.09,5.44,1.86,4.92,2.42,0.12,27.63,0
7801-CEDNV,M,0,1,1,1,1,3,0,7.05,3.26,7.2,3.3,9.5,4.04,0.07,52.66,0
7803-XOCCZ,F,0,1,1,2,0,2,0,4.11,1.83,2.92,1.35,5,2.38,0.06,83.21,0
7808-DVWEP,M,0,1,1,0,0,2,0,35.3,50.33,63.2,47.33,56.97,22.33,0,16.57,0
7811-JIVPF,F,0,0,1,1,0,3,0,4.83,4.57,9.47,4.39,10.79,4.7,0.09,47.01,0
7813-TKCVO,F,0,1,1,0,1,0,0,8.24,3.4,10.52,4.3,11.47,5.2,0.1,19.66,0
7814-LEEVE,F,0,1,1,0,0,2,0,167.7,104,246.8,91,203.9,117,1,20.3,0
7815-PDTHL,M,0,0,1,0,2,0,0,6.7,1.74,5.12,3.17,8.16,3.34,0.09,19.55,0
7817-OMJNA,M,0,0,1,0,1,2,0,16.6,6.86,15.14,8.43,19.5,7.29,0.21,19.69,0
7825-ECJRF,F,0,0,1,2,0,1,1,8.79,4.53,9.34,4.58,13.13,6.95,0.11,101.82,1
7825-GKXMW,F,0,0,1,1,0,1,0,305.1,106,188,115,235.4,116,0,45.8,1
7826-VVKWT,F,1,1,1,2,2,1,0,4.26,4.17,5.63,4.33,8.32,3.88,0.12,94.31,0
7833-PKIHD,M,0,1,1,1,1,2,0,3.96,1.55,5.98,2.51,4.42,2.61,0.02,77.77,0
7838-LAZFO,M,0,1,1,1,1,2,0,2.1,2.31,3.03,2.24,3.28,1.98,0,79.94,0
7841-FCRQD,F,0,1,1,1,1,3,1,2.58,2.97,6.98,2.58,7.38,3.15,0.06,56.28,0
7841-TZDMQ,M,0,0,1,1,0,3,0,168.7,60,113.7,58,76.95,57,0,42.25,1
7850-THJMU,F,0,1,1,0,2,3,0,4.4,3.5,8.33,4.73,9.64,3.92,0,19.03,0
7850-VWJUU,F,0,0,1,2,0,2,0,9.97,4.48,7.71,5.48,8.23,4.13,0.04,77.33,0
7853-WNZSY,M,0,0,1,0,0,3,0,248.6,91,119.3,115,194.3,83,1,19.8,0
7855-DIWPO,F,0,0,1,2,0,1,0,8.68,5.48,9.49,4.62,5.72,5.38,0.05,71.1,0
7860-UXCRM,M,0,1,1,1,2,3,0,3.01,1.6,2.34,1.27,2.74,1.92,0.02,74.2,0
7861-UVUFT,F,0,1,1,2,0,1,0,17.98,5.67,13.84,5.73,14.28,7.13,0.2,87.23,1
7868-TMWMZ,F,1,1,1,2,2,2,1,3.21,2.18,3.09,1.68,3.42,2.17,0.02,111.14,0
7872-BAAZR,F,0,1,1,0,1,2,0,4.17,2.02,3.63,1.83,3.04,1.4,0.02,19.02,0
7874-ECPQJ,F,0,0,1,0,0,2,0,38.6,27.25,55.35,35.5,52.12,25.75,0,21.38,0
7876-DNYAP,F,0,1,1,0,2,3,0,2.4,1.74,2.88,1.54,3.02,1.48,0.01,20.83,0
7878-JGDKK,M,0,0,1,1,0,0,0,58.12,24,51.38,30,53.42,22.75,0,55.2,0
7878-RTCZG,F,0,0,1,0,0,0,0,257.2,108,224.3,122,204,118,1,19.9,0
7879-CGSFV,M,0,0,1,2,1,0,0,4,1.85,4.04,1.4,2.15,2.02,0.02,100.95,0
7883-ROJOC,F,0,1,1,1,0,0,0,9.95,5.26,6.24,5.21,13.06,4.58,0,44.19,0
7893-IXHRQ,M,0,0,1,0,0,1,0,82.3,105,256.1,91,229.6,98,6,20.6,1
7901-HXJVA,M,0,0,1,2,0,1,0,15.81,7.57,19.11,7,7.96,5.71,0,79.83,0
7905-TVXTA,F,0,0,1,1,0,1,0,52.04,26.2,35.84,24,27,23.8,0.6,70.54,0
7916-VCCPB,F,0,1,1,2,0,2,0,10.84,5.81,12.13,4.75,13,7,0.19,74.74,0
7919-ZODZZ,F,0,1,1,1,1,0,0,15.86,11.2,22,11.4,25.29,10.6,0,66.01,0
7921-LMDFQ,M,1,0,1,2,1,2,0,3.45,1.53,3.62,1.88,3.08,1.8,0.04,96.19,0
7924-GJZFI,F,1,1,1,2,0,1,0,5.82,5.28,5.17,3.64,7.46,4.36,0.04,72.52,0
7926-IJOOU,M,0,0,1,0,0,3,0,182.7,142,246.5,63,218,103,1,19.3,0
7927-AUXBZ,F,0,0,1,2,0,1,0,9.55,3.63,5.94,2.23,7.14,5.07,0.03,85.2,1
7928-VJYAB,M,0,1,1,2,0,1,0,15.85,6.82,15.45,7.27,18.33,11.82,0.09,92.75,0
7929-DMBCV,F,0,1,1,2,0,0,0,11.53,6.05,10.97,4.95,14.96,4.7,0,84.19,0
7938-OUHIO,M,0,0,1,2,0,1,0,58.1,41,46.73,41.33,71.8,29.67,1.33,97.9,1
7941-RCJOW,M,0,0,1,0,2,3,0,1.92,1.52,3.83,0.95,3.25,1.22,0.05,18.75,0
7945-HLKEA,F,0,0,1,1,1,1,0,3.4,1.82,3.9,2.05,2.68,1.08,0.07,67.33,0
7945-PRBVF,M,0,0,1,0,2,2,0,4.23,2.03,8.15,2.6,4.75,4.43,0.06,20.16,0
7951-VRDVK,F,0,0,1,1,1,2,0,3.52,3.14,4.32,3.64,5.73,3.11,0.06,83.43,0
7952-OBOYL,M,0,0,1,2,0,0,1,61.13,34.33,47.3,37.67,66.8,40.67,0.67,81.5,0
7954-MLBUN,M,0,0,1,2,2,2,0,5.43,3.55,7.14,2.35,7.77,4.39,0.03,100.32,0
7956-XQWGU,M,0,0,1,0,0,3,0,8.37,4.56,6.03,3.93,10.08,3.15,0.04,17.05,0
7963-GQRMY,F,0,1,1,1,0,0,0,97.27,47.67,71.43,44.67,50.4,39.67,0,44.83,1
7967-HYCDE,M,0,0,1,2,0,2,0,31.62,9.12,27.41,9.75,26.35,11.12,0,69.17,0
7968-QUXNS,M,0,0,1,0,0,0,0,36.78,17.67,29.63,19.67,34.35,17,0.17,18.37,0
7969-FFOWG,M,0,1,1,0,2,0,0,1.81,1.02,3.95,1.75,2.27,1.17,0.05,19.89,0
7971-HLVXI,M,0,1,1,2,2,3,0,2.04,1.68,2.43,1.21,1.89,1.11,0.03,85.15,0
7975-TZMLR,M,0,0,1,2,1,1,0,3.36,2.49,2.45,3.17,3.88,1.96,0,104.03,0
7976-CICYS,M,0,0,1,0,0,3,0,53.08,22.25,53.85,31.75,46.7,18.25,0.5,20.95,0
7977-HXJKU,M,0,0,1,0,2,0,0,10.29,5.43,9.4,5.1,10.37,4.95,0.05,18.9,0
7978-DKUQH,F,0,1,1,2,0,1,0,6.67,4.36,9.44,4.68,12.3,3.08,0.04,71.91,0
7982-VCELR,F,0,0,1,2,0,3,0,5.04,3.36,6.07,2.72,4.49,2.86,0.03,99.05,0
7989-CHGTL,M,0,0,1,0,0,0,1,165.5,84,286.2,112,198.9,89,1,19.6,1
7989-VCQOH,M,0,1,1,1,0,1,0,10.83,3.22,11.03,4.89,16.91,6.11,0,89.51,0
7993-NQLJE,M,0,1,1,2,0,0,0,12.11,7.47,14.71,6.67,15.75,8.07,0.13,76.77,0
7993-PYKOF,M,0,1,1,2,0,1,0,9.82,13.25,23.41,13.75,23.02,13.88,0.12,79.12,1
7994-XIRTR,M,1,0,1,1,1,2,0,3.26,1.65,5.08,2.2,4.2,1.28,0.02,65.37,0
7997-EASSD,F,0,1,1,2,1,3,0,1.63,2.03,2.28,1.51,3.04,1.54,0.02,78.81,0
7998-ZLXWN,F,0,1,1,0,0,3,0,12.81,5.53,10.91,5.87,11.31,9.2,0,22.05,0
8000-REIQB,F,1,0,1,2,0,1,0,272.7,97,236.4,95,235.5,105,0,70,1
8003-EWNDZ,F,0,0,1,0,0,1,0,24.24,12.6,15.29,11.5,31.83,11.5,0.1,22.27,0
8006-PYCSW,F,0,0,1,0,0,0,0,41.3,52.5,102,49.5,112.1,61,0.5,19.9,0
8008-ESFLK,F,0,1,1,2,1,1,1,1.95,2.53,6.02,2.09,4.53,2.34,0.04,110.1,0
8008-OTEZX,F,0,1,1,0,1,0,1,4.23,3.09,4.62,3.23,7.41,2.94,0,20.25,0
8012-SOUDQ,F,1,0,1,2,0,1,0,4.02,2.53,3.2,2.19,4.74,2.53,0.02,89.27,0
8017-LXHFA,F,1,0,1,2,0,1,1,10.53,4.43,15.26,4.43,7.09,4.04,0,99.72,1
8017-UVSZU,F,0,1,1,1,0,3,0,2.73,2.58,2.53,2.77,4.18,2.65,0.02,59.48,0
8022-BECSI,M,0,0,1,0,1,0,0,5.95,5.23,9.25,5,7.8,3.09,0.05,19.2,0
8028-PNXHQ,M,0,1,1,0,2,2,0,1.92,1.32,3.02,1.74,3.05,1.56,0.02,22.98,0
8033-ATFAS,F,0,1,1,1,0,0,1,3.85,2.72,7.53,3.15,6.43,1.67,0.08,60.04,0
8035-PWSEV,F,0,0,1,2,0,1,0,26.8,15.17,25.97,13.67,42.38,17.17,0.17,81.18,0
8039-ACLPL,F,0,1,1,1,2,3,0,4.3,1.25,2.78,1.24,2.55,1.46,0.01,67.89,0
8040-MNRTF,F,0,0,1,2,0,0,0,192.7,85,225.9,105,254.2,59,2,71.1,0
8043-PNYSD,M,0,1,1,0,2,0,0,3.57,1.86,3.05,2.02,3.65,1.54,0,19.77,0
8044-BGWPI,M,0,1,1,0,0,1,0,8,9.75,14.75,5.67,13.52,10.58,0.25,25.51,0
8048-DSDFQ,M,0,0,1,0,0,0,0,92.8,92,159.6,87,148.7,115,1,20.2,0
8049-WJCLQ,M,0,1,1,1,0,0,0,10.94,10.7,24.47,10.2,27.69,12.3,0,56.35,0
8050-XGRVL,F,0,1,1,1,1,3,0,2.89,0.95,4.57,1.63,4.6,1.34,0.03,55.25,0
8051-HJRLT,F,1,0,1,2,0,1,1,237.8,92,208.9,119,167.8,86,2,70.6,1
8064-RAVOH,M,0,0,1,1,0,1,0,241.9,104,145.2,112,214.5,105,1,49.9,0
8065-BVEPF,M,1,0,1,2,0,2,0,2.37,1.6,3.14,1.72,3.02,1.42,0.03,99.94,0
8067-NIOYM,F,0,1,1,0,2,3,0,7.5,3.33,9.34,3.42,11.06,3.79,0.12,20.45,0
8075-GXIUB,M,1,1,1,0,1,3,0,17.72,11,13.3,16.56,19.32,14,0.22,20.36,0
8076-FEZKJ,M,0,0,1,0,1,0,0,20.99,11.3,24.98,10.4,22.42,9.2,0.1,22.59,0
8080-DDEMJ,M,1,0,1,1,0,1,0,113.1,74,168.8,95,262.9,126,1,45.1,1
8082-GHXOP,M,0,0,1,1,0,0,0,14.75,5.77,20.6,10.38,15.42,4.77,0.15,50.72,0
8084-OIVBS,F,0,0,1,0,1,0,0,18.07,9.73,17.77,8.27,19.39,10.91,0.45,19.27,0
8086-OVPWV,M,0,0,1,2,0,1,0,76.5,61.5,70.55,63.5,85.75,38,0.5,90.55,1
8087-LGYHQ,M,0,0,1,2,0,1,0,26.4,8.78,21.38,11.89,23.04,12.33,0,90.19,0
8091-TTVAX,M,0,1,1,2,1,3,0,1,1.66,3.48,2.17,3.63,1.67,0,97.95,0
8095-WANWK,F,0,0,1,1,0,0,0,20.66,10.5,22.49,11.7,24.99,10,0,42.87,0
8096-LOIST,F,0,0,1,1,0,1,0,13.96,4.95,7.77,5,13.65,6.16,0.05,57.55,0
8097-OMULG,M,0,1,1,1,1,3,0,2.01,1.56,3.01,1.85,4.33,1.66,0.02,76.98,0
8097-VBQTZ,M,0,0,1,1,0,0,0,2.96,1.69,2.23,1.59,3.02,1.72,0.04,71.91,0
8098-TDCBU,F,0,1,1,0,2,1,0,4.4,2.9,4.35,2.19,6.55,2.19,0.02,26.39,0
8100-HZZLJ,F,0,0,1,1,0,1,0,4.62,1.3,5.35,1.7,2.79,1.88,0.05,63.65,0
8100-PNJMH,M,0,1,1,1,2,3,0,3.51,1.47,3.38,1.78,3.03,0.97,0.01,90.19,0
8109-YUOHE,M,0,0,1,1,1,0,0,13.62,4.82,15.7,5.71,12.41,6.94,0.06,55.71,0
8118-TJAFG,M,0,1,1,2,0,1,0,16.49,10.56,21.53,10.89,22.89,11.78,0,100.77,0
8120-JDCAM,M,0,1,1,2,0,0,0,44.7,22.5,35.3,18,50.75,24.75,0.5,71.22,0
8129-GMVGI,F,0,1,1,0,2,0,0,3.94,2.3,4.33,1.93,4.17,1.34,0,19.47,0
8132-YPVBX,F,0,0,1,2,0,0,0,32.83,13.17,33.5,19,25.2,18.5,0.17,85.77,0
8138-EALND,M,0,0,1,0,0,0,0,13.79,5.67,16.31,5.2,14.77,9.07,0.2,20.77,0
8143-ETQTI,F,0,1,1,0,2,0,0,7.79,4.04,10.36,4.43,7.2,4.17,0.09,19.63,0
8144-DGHXP,F,0,0,1,1,2,1,0,3.1,2.09,3.2,1.74,3.57,2.09,0.06,79.63,0
8146-QQKZH,F,0,1,1,1,2,2,0,1.48,0.92,3.05,1.31,3.06,1.8,0.01,83.44,0
8148-BPLZQ,M,0,0,1,1,0,1,0,7.42,2.18,4.94,2.38,7.3,3.24,0.06,51.01,0
8148-WOCMK,M,0,1,1,0,2,3,0,26.54,9.62,31.44,9.75,26.09,10.62,0.38,15.62,0
8150-QUDFX,M,0,0,1,0,0,0,0,108.9,46.5,94.85,56.5,91.3,45.5,2,25.8,0
8160-HOWOX,F,0,0,1,1,0,1,0,29.97,16.29,24.47,11.71,22.09,17,0.57,65.44,0
8164-OCKUJ,F,0,1,1,0,2,0,0,3.63,1.59,2.34,2.53,2.52,1.73,0.03,21.8,0
8166-ORCHU,M,1,1,1,2,1,1,0,4.65,2.61,6.02,2.45,4.98,2.52,0,92.59,0
8173-RXAYP,F,0,1,1,0,2,0,0,2.43,5.04,10.93,2.67,6.62,4.79,0.04,18.86,0
8174-LNWMW,F,0,0,1,0,2,3,0,4.89,3.35,7.81,3.68,9.81,3.52,0.03,22.24,0
8180-AKMJV,F,0,0,1,1,0,3,0,164.5,95,230.9,87,149.9,91,4,44.6,0
8183-ONMXC,F,0,0,1,2,0,1,1,127.35,51.5,126.1,40,89.05,51.5,0,79.75,1
8184-WMOFI,M,0,1,1,1,1,3,0,3.63,1.08,3.21,2.05,2.83,1.65,0,72.38,0
8189-DUKMV,F,0,1,1,0,1,2,0,65.2,32.5,53.35,27.75,48.9,24.25,0.25,19.77,0
8189-XRIKE,F,1,0,1,2,0,1,0,6.82,2.38,5.29,1.88,4.41,3.09,0.03,90.56,0
8191-XWSZG,F,0,0,1,0,1,0,1,4.3,1.88,4.24,1.94,3.92,2.27,0,19.67,0
8194-PEEBY,F,0,1,1,0,1,0,0,7.45,4.25,7,3.5,7.45,2.71,0.12,22.23,0
8200-KLNYW,F,0,1,1,1,1,0,0,6.63,6.67,9.11,5.38,13.64,5.95,0.14,81.67,0
8203-XJZRC,M,0,0,1,0,0,0,0,200.3,96,201.2,102,206.1,60,4,20.3,0
8204-TIFGJ,F,0,0,1,0,0,2,0,8.67,3.74,8.47,4.43,12.97,3.57,0.17,20.46,0
8205-MQUGY,M,0,1,1,1,0,1,0,19.32,10,12.55,8.83,22.43,10.75,0.25,47.6,0
8207-DMRVL,M,0,1,1,2,2,2,0,3.44,1.49,2.44,1.06,3.99,1.25,0,115.36,0
8212-CRQXP,F,0,1,1,2,0,3,0,11.5,3.55,6.31,5.5,12.63,4.73,0.09,77.57,0
8212-DJRCH,M,0,1,1,2,0,0,0,11.78,25,61.1,18,31.78,14.6,0,86.9,0
8215-NGSPE,F,0,1,1,0,2,0,0,2.49,2.74,5.95,3.43,4.58,2.36,0.02,19.85,0
8216-AZUUZ,F,0,1,1,2,2,1,0,4.37,2.55,1.4,2.81,4.82,2.36,0.02,102.47,0
8217-QYOHV,M,0,0,1,1,0,0,0,52.1,21.6,20.48,22,25.94,29.6,0.2,53.4,0
8220-OCUFY,F,0,0,1,1,1,1,0,12.9,4.57,10.5,5.24,8.09,4.95,0.19,59.92,0
8221-EQDGL,M,0,1,1,1,0,0,0,3.81,2.89,7.3,3.63,6.53,1.94,0,60.87,0
8224-IVVPA,F,0,0,1,1,0,0,0,7.2,3.74,7.05,3.04,6.79,3.96,0,61.22,0
8225-BTJAU,M,1,0,1,2,0,1,0,12.37,12.5,17.26,10.6,28.05,12.7,0.1,79.36,1
8229-BUJHX,F,0,1,1,0,2,2,0,3.47,1.44,2.85,1.89,2.54,1.34,0.01,21.14,0
8229-MYEJZ,F,0,0,1,1,0,1,0,20.14,5.2,22.94,10.4,25.25,10.6,0.1,49.83,0
8229-TNIQA,F,0,0,1,1,0,0,0,40.85,33.5,60.02,21.75,41,36.75,0.5,49.25,1
8232-CTLKO,F,0,1,1,1,2,1,0,3.63,1.27,2.97,1.29,3.52,1.58,0.02,60.56,0
8232-UTFOZ,M,0,0,1,0,2,3,1,3.96,1.51,2.66,0.99,2.23,0.97,0.03,20.28,0
8241-JUIQO,F,0,0,1,0,1,2,0,3.46,1.62,2.9,1.08,3.63,1.57,0.07,21.91,0
8242-JSVBO,M,0,0,1,1,0,2,0,27.87,13,37.36,8.14,29.11,12.86,0,46.07,0
8242-SOQUO,F,1,0,1,2,0,1,0,40.76,24.4,56.62,15.2,39.46,16.6,0,78.5,0
8246-SHFGA,M,0,0,1,0,0,3,0,13.6,7.94,11.1,4.35,12.17,7.29,0.06,22.68,0
8249-THVEC,M,0,1,1,0,1,0,1,3.45,2.47,4.97,1.49,2.52,1.41,0.02,19.56,0
8250-ZNGGW,F,1,0,1,1,0,3,0,58.22,30,45.34,24.6,43.82,13.4,0.2,57.58,0
8262-COGGB,M,0,0,1,0,0,0,0,172.3,97,174,108,188.2,119,2,20.5,0
8266-VBFQL,M,0,0,1,2,0,1,0,43.95,24.25,54.38,26.5,59.38,33.5,1.25,89.17,0
8267-KFGYD,M,0,0,1,0,0,0,0,197.1,113,259.4,95,134.7,135,2,21.1,0
8270-RKSAP,M,0,0,1,2,0,1,0,28.16,8.56,20.27,16.78,30.64,11.44,0.11,66.43,0
8272-ONJLV,M,0,0,1,2,1,1,0,14.34,8.75,17.64,8.25,15.18,8.75,0.08,98.67,0
8285-ABVLB,F,0,1,1,0,2,3,0,3.24,2.06,2.88,1.74,1.86,1.73,0.03,18.98,0
8286-AFUYI,M,0,0,1,1,0,1,0,154,80,185.5,91,148.2,107,3,48,0
