"gender","age","height","weight"
"M",17,176,60
"F",17,155,51
"M",17,176,62
"M",17,178,77
"M",17,178,76
"F",17,160,45
"M",17,164,54
"M",17,164,75
"M",17,163,55
"M",17,180,65
"M",17,185,73
"F",17,157,52
"M",17,185,74
"F",17,163,57
"M",17,172,84
"F",17,159,59
"F",17,160,60
"M",17,164,47
"F",17,149,48
"F",17,168,53
"M",17,182,65
"F",17,153,43
"F",17,159,59
"F",17,149,47
"M",17,171,57
"F",17,151,62
"M",17,163,61
"F",17,164,62
"M",17,164,52
"F",17,150,47
"M",17,165,48
"M",17,161,51
"M",17,166,54
"M",17,161,56
"F",17,160,56
"M",17,169,50
"F",17,161,54
"M",17,165,66
"M",17,168,61
"M",17,173,56
"M",17,172,48
"M",17,168,73
"M",17,171,60
"M",17,179,72
"M",17,167,57
"F",17,144,39
"F",17,152,56
"F",17,154,51
"F",17,154,43
"F",17,166,62
"M",17,166,57
"M",17,169,61
"F",17,157,48
"F",17,161,66
"M",17,165,56
"M",17,155,57
"F",17,159,53
"F",17,157,50
"F",17,157,55
"M",17,168,69
"F",17,154,50
"M",17,173,50
"M",17,173,65
"F",17,156,49
"F",17,169,63
"F",17,158,58
"F",17,157,52
"M",17,168,44
"M",17,172,57
"M",17,173,56
"F",17,157,48
"F",17,162,48
"F",17,161,54
"M",17,173,51
"M",17,176,64
"M",17,168,64
"F",17,168,49
"M",17,176,57
"M",17,176,69
"M",17,166,59
"F",17,162,51
"M",17,169,59
"M",17,171,57
"F",17,157,55
"F",17,156,39
"F",17,157,53
"F",17,156,56
"F",17,160,58
"F",17,159,54
"M",17,165,46
"F",17,157,57
"M",17,166,68
"F",17,153,46
"M",17,172,69
"F",17,155,57
"M",17,171,65
"M",17,171,60
"M",17,169,60
"F",17,159,47
"F",17,144,63
"M",17,167,70
"F",17,156,51
"M",17,176,95
"F",17,149,46
"M",17,165,59
"F",17,157,63
"F",17,158,57
"F",17,158,58
"M",17,175,64
"F",17,161,43
"F",17,168,70
"M",17,170,54
"M",17,170,66
"F",17,153,57
"M",17,188,81
"M",17,176,76
"M",17,181,76
"F",17,157,44
"F",17,161,69
"M",17,176,97
"M",17,167,55
"M",17,173,56
"M",17,182,66
"F",17,160,55
"M",17,168,55
"F",17,162,59
"F",17,154,44
"M",17,170,69
"M",17,169,59
"F",17,156,51
"F",17,158,57
"F",17,155,69
"M",17,170,89
"M",17,166,57
"M",17,171,56
"F",17,159,45
"M",17,157,43
"F",17,157,58
"F",17,154,50
"F",17,157,60
"F",17,164,57
"M",17,182,94
"F",17,163,61
"F",17,160,47
"M",17,177,58
"F",17,153,58
"F",17,155,47
"F",17,152,78
"M",17,171,63
"F",17,157,40
"M",17,171,67
"F",17,160,45
"M",17,174,76
"M",17,161,58
"M",17,165,52
"M",17,169,66
"M",17,163,53
"F",17,157,51
"M",17,174,81
"M",17,156,63
"M",17,158,63
"M",17,158,58
"F",17,150,50
"M",17,177,61
"M",17,164,61
"F",17,157,46
"F",17,165,60
"M",17,172,83
"M",17,169,56
"F",17,144,49
"M",17,177,57
"F",17,156,50
"M",17,171,61
"M",17,177,62
"M",17,170,66
"F",17,158,49
"F",17,150,55
"F",17,166,54
"F",17,160,55
"F",17,156,55
"F",17,162,63
"M",17,171,66
"F",17,157,55
"F",17,156,80
"F",17,157,55
"F",17,166,58
"F",17,156,51
"M",17,174,65
"F",17,163,56
"F",17,161,53
"F",17,160,59
"M",17,170,60
"F",17,158,56
"F",17,157,58
"F",17,164,54
"F",17,160,58
"F",17,160,48
"M",17,168,55
"F",17,169,59
"F",17,155,62
"F",17,175,68
"F",17,162,62
"F",17,158,56
"M",17,167,47
"F",17,160,61
"F",17,148,46
"M",17,174,73
"F",17,152,40
"F",17,155,47
"F",17,155,54
"F",17,146,45
"F",17,155,50
"M",17,172,69
"F",17,150,48
"M",17,168,53
"F",17,151,43
"M",17,170,49
"F",17,162,48
"M",17,178,61
"F",17,154,56
"F",17,164,42
"M",17,162,48
"F",17,155,64
"M",17,163,60
"M",17,174,62
"F",17,163,50
"M",17,173,62
"F",17,158,50
"M",17,172,59
"M",17,173,63
"M",17,176,97
"M",17,163,58
"F",17,171,60
"M",17,162,56
"M",17,168,67
"F",17,164,54
"M",17,162,51
"M",17,166,50
"M",17,173,68
"F",17,168,43
"F",17,139,45
"M",17,169,55
"F",17,151,68
"M",17,168,43
"M",17,164,55
"M",17,172,65
"F",17,152,67
"F",17,163,63
"M",17,168,56
"M",17,174,53
"M",17,177,53
"M",17,177,67
"M",17,176,79
"M",17,162,84
"F",17,160,53
"F",17,160,55
"M",17,174,69
"F",17,157,58
"F",17,157,60
"M",17,176,61
"M",17,175,54
"M",17,176,74
"M",17,174,68
"F",17,159,44
"M",17,170,66
"F",17,153,55
"M",17,166,89
"M",17,178,63
"F",17,153,44
"M",17,174,60
"F",17,149,60
"M",17,167,50
"M",17,176,77
"F",17,154,49
"F",17,152,54
"M",17,167,65
"M",17,176,62
"M",17,174,68
"F",17,151,62
"M",17,164,45
"F",17,160,57
"M",17,170,52
"M",17,169,84
"F",17,160,57
"F",17,158,45
"M",17,185,76
"M",17,172,75
"M",17,169,57
"F",17,158,52
"M",17,179,92
"M",17,172,59
"F",17,159,55
"F",17,158,58
"M",17,160,52
"F",17,157,50
"F",17,159,51
"F",17,153,41
"M",17,172,71
"M",17,164,63
"F",17,154,54
"M",17,160,66
"M",17,162,73
"M",17,176,69
"F",17,164,73
"M",17,174,64
"M",17,163,50
"M",17,174,73
"M",17,165,44
"M",17,169,55
"M",17,173,60
"M",17,179,60
"M",17,167,67
"M",17,174,75
"F",17,156,57
"F",17,155,48
"F",17,172,66
"F",17,157,49
"F",17,161,54
"F",17,162,65
"M",17,173,71
"F",17,152,41
"M",17,171,47
"M",17,168,58
"F",17,163,49
"F",17,158,51
"M",17,179,64
"F",17,159,58
"F",17,156,46
"M",17,183,84
"M",17,174,61
"M",17,171,57
"F",17,147,44
"F",17,163,53
"F",17,159,51
"M",17,173,68
"M",17,170,54
"M",17,169,52
"F",17,169,56
"M",17,173,67
"F",17,152,58
"F",17,153,54
"M",17,166,67
"F",17,153,55
"M",17,161,47
"M",17,171,57
"F",17,149,45
"F",17,155,54
"F",17,160,50
"M",17,161,53
"M",17,176,62
"F",17,157,57
"M",17,167,65
"F",17,157,51
"M",17,168,57
"F",17,143,41
"M",17,171,65
"M",17,174,77
"M",17,173,67
"M",17,170,80
"M",17,177,67
"M",17,167,65
"F",17,161,51
"F",17,145,44
"F",17,155,44
"M",17,173,88
"M",17,167,49
"M",17,168,58
"M",17,163,57
"F",17,158,48
"M",17,174,63
"M",17,180,60
"M",17,177,58
"M",17,176,58
"M",17,170,53
"F",17,149,55
"M",17,172,60
"M",17,155,51
"F",17,162,61
"F",17,159,49
"M",17,171,62
"M",17,171,59
"F",17,158,47
"F",17,159,48
"M",17,174,68
"M",17,166,66
"F",17,148,43
"F",17,165,62
"M",17,173,62
"F",17,163,63
"M",17,173,70
"M",17,178,68
"F",17,155,56
"F",17,158,53
"F",17,165,54
"M",17,172,58
"M",17,165,83
"F",17,149,50
"M",17,179,81
"F",17,159,52
"M",17,174,56
"F",17,159,58
"M",17,169,54
"M",17,172,89
"M",17,172,68
"M",17,166,47
"M",17,180,66
"F",17,156,46
"F",17,159,54
"M",17,172,49
"F",17,162,58
"M",17,171,66
"F",17,155,58
"M",17,170,48
"M",17,174,68
"F",17,160,42
"M",17,168,55
"F",17,152,49
"F",17,150,47
"M",17,169,55
"F",17,159,49
"M",17,176,65
"F",17,167,46
"M",17,167,53
"M",17,171,70
"F",17,153,44
"F",17,156,46
"F",17,164,77
"F",17,163,61
"M",17,164,60
"F",17,164,65
"M",17,165,52
"M",17,177,89
"F",17,162,54
"M",17,163,51
"F",17,155,45
"M",17,171,55
"F",17,155,49
"F",17,176,61
"F",17,147,80
"M",17,178,64
"M",17,174,58
"M",17,170,57
"F",17,163,59
"M",17,164,77
"M",17,174,75
"M",17,167,59
"M",17,168,54
"M",17,179,71
"F",17,156,62
"M",17,176,77
"M",17,171,63
"M",17,168,59
"F",17,169,55
"F",17,156,46
"M",17,186,61
"F",17,151,42
"F",17,157,48
"F",17,166,44
"F",17,156,58
"F",17,165,79
"F",17,165,52
"M",17,172,60
"F",17,156,45
"M",17,163,46
"F",17,147,46
"M",17,160,49
"M",17,167,57
"F",17,157,61
"F",17,164,48
"F",17,151,42
"M",17,175,61
"F",17,155,57
"M",17,182,70
"M",17,168,62
"M",17,179,69
"M",17,173,54
"F",17,157,60
"M",17,169,47
"M",17,175,68
"M",17,172,57
"F",17,165,83
"M",17,165,68
"M",17,172,53
"M",17,175,63
"M",17,173,77
"M",17,170,54
"F",17,148,59
"M",17,154,46
"F",17,163,59
"F",17,165,60
"M",17,175,59
"M",17,171,63
"M",17,165,58
"F",17,158,54
"F",17,159,51
"F",17,151,41
"F",17,158,53
"M",17,167,54
"M",17,178,63
"F",17,163,67
"F",17,155,45
"M",17,169,51
"M",17,174,61
"F",17,158,53
"M",17,173,63
"F",17,151,48
"M",17,173,58
"F",17,152,51
"F",17,171,62
"F",17,163,56
"M",17,158,67
"F",17,162,57
"F",17,156,71
"M",17,170,63
"F",17,154,67
"F",17,144,52
"M",17,174,72
"F",17,147,52
"F",17,163,73
"F",17,155,52
"M",17,172,94
"F",17,160,51
"F",17,155,55
"F",17,162,44
"F",17,159,53
"F",17,169,52
"F",17,155,53
"M",17,168,45
"F",17,148,46
"F",17,154,42
"F",17,157,48
"M",17,166,60
"M",17,183,58
"M",17,182,69
"F",17,159,51
"M",17,169,64
"F",17,158,45
"M",17,179,74
"M",17,171,52
"F",17,157,47
"M",17,163,58
"M",17,172,60
"M",17,160,51
"M",17,176,65
"F",17,162,72
"F",17,162,53
"M",17,157,47
"F",17,140,38
"F",17,156,46
"M",17,177,90
"F",17,150,58
"M",17,170,70
"F",17,158,44
"M",17,166,59
"M",17,162,50
"F",17,155,53
"F",17,159,59
"F",17,158,48
"M",17,165,58
"M",17,171,51
"M",17,182,65
"F",17,159,65
"F",17,171,61
"M",17,171,48
"M",17,174,66
"M",17,169,53
"M",17,157,41
"M",17,169,67
"M",17,169,46
"F",17,162,60
"F",17,160,52
"M",17,157,58
"M",17,171,53
"F",17,154,47
"M",17,178,62
"M",17,164,53
"F",17,160,43
"F",17,153,43
"F",17,160,43
"M",17,172,94
"M",17,176,98
"M",17,154,47
"F",17,164,52
"M",17,161,54
"M",17,170,63
"M",17,178,71
"F",17,163,56
"F",17,156,41
"M",17,161,40
"F",17,154,63
"M",17,179,61
"M",17,171,60
"F",17,163,57
"M",17,171,49
"M",17,179,72
"F",17,157,57
"M",17,169,79
"M",17,170,52
"F",17,161,59
"F",17,158,58
"F",17,150,39
"M",17,171,51
"M",17,165,71
"F",17,162,71
"M",17,175,64
"F",17,156,47
"M",17,176,64
"F",17,152,50
"M",17,167,69
"F",17,150,52
"M",17,179,57
"F",17,155,50
"F",17,159,51
"M",17,160,59
"F",17,159,49
"M",17,165,56
"F",17,156,46
"F",17,163,55
"M",17,170,63
"F",17,159,56
"F",17,156,55
"M",17,167,50
"M",17,183,86
"F",17,159,50
"F",17,159,52
"M",17,173,65
"M",17,172,56
"F",17,163,76
"F",17,166,57
"F",17,164,56
"F",17,152,50
"M",17,177,62
"F",17,153,48
"M",17,173,78
"M",17,167,55
"F",17,161,50
"M",17,167,62
"M",17,164,57
"M",17,170,58
"F",17,161,55
"M",17,183,73
"F",17,153,53
"F",17,163,51
"M",17,170,62
"M",17,164,50
"M",17,169,57
"M",17,182,77
"M",17,157,46
"F",17,159,51
"M",17,170,83
"F",17,161,49
"M",17,167,99
"F",17,158,59
"F",17,158,67
"F",17,159,51
"M",17,163,45
"M",17,166,69
"M",17,182,70
"M",17,185,75
"M",17,174,57
"M",17,177,80
"M",17,167,49
"M",17,173,53
"F",17,155,50
"M",17,172,57
"M",17,172,55
"F",17,153,46
"F",17,161,54
"M",17,170,53
"M",17,160,45
"M",17,170,55
"M",17,182,76
"F",17,170,55
"M",17,167,66
"M",17,165,59
"F",17,150,51
"F",17,156,50
"M",17,165,54
"M",17,171,63
"M",17,172,76
"M",17,171,74
"M",17,172,61
"F",17,156,49
"F",17,163,57
"F",17,168,55
"M",17,163,50
"F",17,154,44
"F",17,163,57
"M",17,185,66
"M",17,170,63
"F",17,160,54
"F",17,160,54
"M",17,172,74
"F",17,151,47
"F",17,153,52
"M",17,179,62
"F",17,156,63
"F",17,149,47
"M",17,174,59
"M",17,177,68
"M",17,177,83
"M",17,167,63
"M",17,169,66
"M",17,171,58
"F",17,171,65
"M",17,181,67
"F",17,154,64
"M",17,169,61
"F",17,170,61
"M",17,177,66
"M",17,171,60
"M",17,166,62
"M",17,170,57
"F",17,165,52
"F",17,152,47
"F",17,157,55
"M",17,170,56
"F",17,147,56
"M",17,169,83
"M",17,171,72
"M",17,175,67
"F",17,165,61
"F",17,153,44
"M",17,166,67
"M",17,169,62
"F",17,166,88
"F",17,151,49
"M",17,164,53
"M",17,181,78
"F",17,147,56
"M",17,171,66
"F",17,159,52
"F",17,160,50
"M",17,167,59
"M",17,171,59
"M",17,166,52
"F",17,161,53
"F",17,154,48
"F",17,158,54
"M",17,178,74
"F",17,162,52
"F",17,152,41
"M",17,186,72
"F",17,150,49
"M",17,167,55
"F",17,152,42
"M",17,167,69
"M",17,165,51
"F",17,160,48
"M",17,164,64
"M",17,168,76
"M",17,164,70
"M",17,173,57
"M",17,169,62
"F",17,154,47
"F",17,158,44
"F",17,157,54
"F",17,152,46
"M",17,168,62
"M",17,163,59
"F",17,171,50
"F",17,153,42
"F",17,155,43
"F",17,159,46
"F",17,149,44
"F",17,150,45
"F",17,158,48
"F",17,160,56
"M",17,173,63
"F",17,156,52
"F",17,157,47
"M",17,177,63
"F",17,157,64
"F",17,151,49
"F",17,153,66
"M",17,163,51
"F",17,158,52
"M",17,176,64
"M",17,175,70
"M",17,172,57
"M",17,170,56
"F",17,162,77
"M",17,169,76
"F",17,156,58
"M",17,173,71
"F",17,165,87
"M",17,160,53
"M",17,176,57
"F",17,150,45
"M",17,172,62
"M",17,164,49
"M",17,181,56
"M",17,172,53
"F",17,149,46
"F",17,169,72
"F",17,154,76
"F",17,156,42
"M",17,164,75
"F",17,159,44
"M",17,162,67
"F",17,152,49
"F",17,155,57
"F",17,148,39
"F",17,157,53
"F",17,163,63
"F",17,154,42
"M",17,168,62
"F",17,165,61
"F",17,162,51
"M",17,160,54
"F",17,158,45
"F",17,165,54
"M",17,164,49
"M",17,169,55
"F",17,156,47
"M",17,166,53
"F",17,159,48
"F",17,152,47
"F",17,154,49
"F",17,153,42
"M",17,170,51
"M",17,165,74
"F",17,156,54
"M",17,176,69
"F",17,158,47
"F",17,170,60
"M",17,162,52
"M",17,171,66
"M",17,167,53
"M",17,174,66
"M",17,167,96
"F",17,150,46
"M",17,165,46
"M",17,169,55
"M",17,169,84
"M",17,163,51
"F",17,154,48
"F",17,163,53
"M",17,182,68
"M",17,169,67
"M",17,170,58
"F",17,154,45
"F",17,156,42
"M",17,180,59
"M",17,167,56
"F",17,164,57
"F",17,154,44
"F",17,149,39
"F",17,160,57
"F",17,148,45
"F",17,170,52
"F",17,156,53
"F",17,163,50
"F",17,151,45
"M",17,167,59
"F",17,161,55
"F",17,153,51
"F",17,157,39
"M",17,172,57
"F",17,167,50
"M",17,174,75
"F",17,161,53
"F",17,149,44
"F",17,161,63
"M",17,171,66
"M",17,180,58
"F",17,158,55
"F",17,157,48
"M",17,170,59
"M",17,168,61
"M",17,164,56
"M",17,173,61
"F",17,161,65
"F",17,150,47
"M",17,178,61
"M",17,155,45
"M",17,166,62
"F",17,162,58
"F",17,155,53
"M",17,183,80
"F",17,156,44
"M",17,170,60
"F",17,159,53
"M",17,165,50
"F",17,160,48
"M",17,171,58
"M",17,164,65
"M",17,160,54
"M",17,179,82
"M",17,177,56
"F",17,149,44
"F",17,160,52
"F",17,156,51
"F",17,159,49
"M",17,169,57
"F",17,163,57
"F",17,151,41
"M",17,166,66
"F",17,168,62
"F",17,165,63
"F",17,159,64
"F",17,158,55
"F",17,163,66
"F",17,161,61
"F",17,157,61
"F",17,164,56
"F",17,150,42
"M",17,169,62
"F",17,158,52
"M",17,167,58
"M",17,170,53
"M",17,170,70
"M",17,167,47
"M",17,175,91
"F",17,160,44
"M",17,162,60
"F",17,158,47
"F",17,154,47
"F",17,158,49
"F",17,160,49
"F",17,156,57
"F",17,152,55
"F",17,163,52
"F",17,160,48
"M",17,165,53
"M",17,167,59
"F",17,170,53
"M",17,176,63
"F",17,153,55
"M",17,166,56
"F",17,146,50
"M",17,162,52
"F",17,169,81
"F",17,160,62
"M",17,169,74
"M",17,182,91
"F",17,154,49
"M",17,170,54
"M",17,173,65
"M",17,170,56
"F",17,168,76
"F",17,162,41
"M",17,172,65
"F",17,150,47
"M",17,172,56
"F",17,155,48
"F",17,158,54
"M",17,179,51
"M",17,176,67
"M",17,167,64
"F",17,164,51
"M",17,170,56
"M",17,172,61
"F",17,151,46
"F",17,149,40
"F",17,159,51
"M",17,175,61
"F",17,157,51
"F",17,156,54
"F",17,159,57
"F",17,154,46
"F",17,161,57
"M",17,170,79
"F",17,150,42
"M",17,180,71
"M",17,171,55
"M",17,158,44
"M",17,174,64
"F",17,153,53
"M",17,179,94
"F",17,159,46
"M",17,163,56
"M",17,168,46
"F",17,158,51
"M",17,173,65
"M",17,167,60
"M",17,167,66
"M",17,179,80
"M",17,171,58
"M",17,176,87
"M",17,174,59
"M",17,165,55
"F",17,150,53
"F",17,150,50
"M",17,167,54
"F",17,154,50
"F",17,158,54
"M",17,180,55
"M",17,179,84
"F",17,162,48
"F",17,158,69
"F",17,145,38
"F",17,155,51
"M",17,167,52
"F",17,154,72
"M",17,171,54
"F",17,155,52
"F",17,168,56
"F",17,159,45
"M",17,176,59
"M",17,184,79
"F",17,154,46
"F",17,153,45
"M",17,180,78
"F",17,166,52
"M",17,177,45
"M",17,171,86
"M",17,186,61
"M",17,173,58
"M",17,177,90
"F",17,170,68
"F",17,151,56
"M",17,179,63
"F",17,156,56
"F",17,160,48
"F",17,154,49
"F",17,162,63
"M",17,165,55
"M",17,159,52
"F",17,154,39
"M",17,172,57
"M",17,167,54
"F",17,151,44
"F",17,158,48
"M",17,170,95
"F",17,153,75
"F",17,154,47
"F",17,160,56
"M",17,178,49
"F",17,157,53
"F",17,157,48
"M",17,173,63
"M",17,175,76
"F",17,158,59
"M",17,171,59
"F",17,170,51
"F",17,156,61
"M",17,165,62
"F",17,161,53
"F",17,148,42
"F",17,161,61
"M",17,180,68
"M",17,175,58
"M",17,166,56
"M",17,169,99
"M",17,172,61
"M",17,162,53
"M",17,165,59
"M",17,179,62
"M",17,170,58
"F",17,161,47
"M",17,171,75
"F",17,147,50
"F",17,146,42
"M",17,162,48
"M",17,176,61
"M",17,170,71
"F",17,161,46
"M",17,160,50
"F",17,175,87
"M",17,172,55
"M",17,177,59
"F",17,161,51
"F",17,154,46
"M",17,176,68
"M",17,170,62
"F",17,161,58
"F",17,160,57
"F",17,155,44
"F",17,173,57
"F",17,150,44
"F",17,154,48
"M",17,183,71
"M",17,165,54
"F",17,167,54
"F",17,168,56
"F",17,156,46
"F",17,147,51
"F",17,144,50
"M",17,164,45
"M",17,174,74
"M",17,159,63
"M",17,182,75
"M",17,174,80
"F",17,163,59
"F",17,153,54
"F",17,152,62
"M",17,171,65
"M",17,161,42
"F",17,157,75
"M",17,172,60
"F",17,159,48
"F",17,154,43
"M",17,173,76
"M",17,175,64
"M",17,163,52
"M",17,171,59
"M",17,170,64
"F",17,165,53
"M",17,179,71
"F",17,157,59
"M",17,174,67
"F",17,164,56
"F",17,161,51
"F",17,165,55
"M",17,175,75
"F",17,161,52
"M",17,171,52
"M",17,177,57
"F",17,156,54
"F",17,164,51
"F",17,165,56
"M",17,166,73
"F",17,158,53
"F",17,152,42
"F",17,159,47
"F",17,159,54
"F",17,171,54
"F",17,148,56
"F",17,160,61
"M",17,181,91
"F",17,158,52
"M",17,175,53
"F",17,162,47
"F",17,150,51
"M",17,171,80
"F",17,156,59
"F",17,155,49
"M",17,182,56
"F",17,154,41
"M",17,167,65
"F",17,152,46
"M",17,165,51
"F",17,163,63
"F",17,161,53
"M",17,171,61
"F",17,155,46
"M",17,167,61
"M",17,174,62
"M",17,168,80
"F",17,152,51
"M",17,168,75
"F",17,159,54
"M",17,168,80
"F",17,155,53
"M",17,175,68
"F",17,154,48
"F",17,161,48
"F",17,158,54
"F",17,159,52
"M",17,166,71
"M",17,167,48
"F",17,158,56
"M",17,163,58
"F",17,160,59
"F",17,157,69
"M",17,165,56
"F",17,165,58
"M",17,169,48
"F",17,166,60
"F",17,160,54
"F",17,157,50
"M",17,162,84
"M",17,169,64
"F",17,148,50
"M",17,172,58
"F",17,153,47
"M",17,173,65
"F",17,155,50
"M",17,167,49
"M",17,171,61
"M",17,171,66
"F",17,159,58
"M",17,188,72
"F",17,157,55
"F",17,161,51
"F",17,157,56
"F",17,155,43
"M",17,156,53
"M",17,186,59
"M",17,167,40
"F",17,158,49
"M",17,174,61
"F",17,151,50
"F",17,166,59
"M",17,159,46
"F",17,153,48
"F",17,166,50
"M",17,171,53
"F",17,165,59
"F",17,148,84
"F",17,151,44
"F",17,163,51
"F",17,162,62
"F",17,161,54
"F",17,164,59
"M",17,174,75
"M",17,165,58
"F",17,158,66
"F",17,173,60
"M",17,185,75
"F",17,154,44
"M",17,172,55
"M",17,159,47
"F",17,157,53
"F",17,155,43
"M",17,173,62
"M",17,173,56
"M",17,178,64
"F",17,154,52
"M",17,158,69
"F",17,153,43
"F",17,149,44
"M",17,170,62
"M",17,170,56
"M",17,168,65
"M",17,160,55
"F",17,156,63
"M",17,165,50
"M",17,163,63
"M",17,168,64
"M",17,171,54
"M",17,175,61
"F",17,162,66
"F",17,152,44
"M",17,172,92
"M",17,169,57
"M",17,177,61
"F",17,150,47
"F",17,162,51
"M",17,171,59
"F",17,152,56
"F",17,158,46
"F",17,156,46
"M",17,176,69
"F",17,160,50
"M",17,173,57
"F",17,161,47
"M",17,170,57
"M",17,168,70
"M",17,176,71
"M",17,164,59
"M",17,172,56
"F",17,158,52
"M",17,172,51
"M",17,165,66
"F",17,160,59
"F",17,153,59
"F",17,156,55
"M",17,168,68
"M",17,158,52
"F",17,161,50
"F",17,154,48
"M",17,173,61
"M",17,169,60
"F",17,159,50
"M",17,182,90
"F",17,161,50
"M",17,170,61
"F",17,170,64
"F",17,155,51
"M",17,166,54
"M",17,173,61
"M",17,169,65
"F",17,169,45
"M",17,178,63
"M",17,174,55
"F",17,155,51
"F",17,156,47
"M",17,176,61
"M",17,169,65
"F",17,163,55
"F",17,163,53
"M",17,169,55
"M",17,169,61
"M",17,168,51
"F",17,156,49
"M",17,160,46
"F",17,161,80
"M",17,168,68
"F",17,161,48
"M",17,166,55
"M",17,174,59
"M",17,181,60
"M",17,176,54
"F",17,167,52
"M",17,164,49
"F",17,160,46
"F",17,163,58
"F",17,167,64
"F",17,155,50
"F",17,155,50
"M",17,175,68
"F",17,157,50
"F",17,143,47
"M",17,169,67
"M",17,178,60
"F",17,158,57
"M",17,186,68
"F",17,154,52
"M",17,178,66
"F",17,150,47
"F",17,161,61
"F",17,149,44
"M",17,185,76
"M",17,169,54
"F",17,155,48
"F",17,156,47
"M",17,164,53
"F",17,160,69
"F",17,167,72
"M",17,176,67
"F",17,160,77
"M",17,169,62
"M",17,171,65
"F",17,155,58
"F",17,164,57
"M",17,173,68
"F",17,148,54
"F",17,153,54
"M",17,174,68
"F",17,155,48
"F",17,159,57
"F",17,159,51
"F",17,159,49
"M",17,174,62
"M",17,172,57
"M",17,168,78
"F",17,158,56
"F",17,159,56
"M",17,174,72
"M",17,174,76
"F",17,153,48
"F",17,150,56
"F",17,166,70
"M",17,173,68
"F",17,162,88
"M",17,176,72
"F",17,150,40
"M",17,166,49
"F",17,155,43
"M",17,169,53
"M",17,159,61
"M",17,172,67
"M",17,170,61
"F",17,149,39
"M",17,179,71
"M",17,184,81
"F",17,159,52
"F",17,160,46
"M",17,171,62
"F",17,154,47
"F",17,155,47
"F",17,154,38
"F",17,160,56
"M",17,163,70
"M",17,175,61
"F",17,153,54
"M",17,170,66
"M",17,169,66
"F",17,162,56
"F",17,153,51
"M",17,171,62
"F",17,157,45
"M",17,153,48
"F",17,155,54
"F",17,157,72
"F",17,166,64
"F",17,157,49
"M",17,169,59
"M",17,172,61
"M",17,174,65
"F",17,146,51
"F",17,146,52
"F",17,161,49
"M",17,179,66
"M",17,170,52
"M",17,177,74
"M",17,166,69
"M",17,167,52
"M",17,170,56
"M",17,173,61
"F",17,163,50
"F",17,150,81
"M",17,173,69
"M",17,169,62
"M",17,171,71
"M",17,165,86
"F",17,156,48
"F",17,169,71
"F",17,154,54
"M",17,170,66
"M",17,165,73
"M",17,164,57
"F",17,170,66
"F",17,149,43
"F",17,155,53
"F",17,164,51
"M",17,171,66
"F",17,166,62
"F",17,152,51
"F",17,157,53
"F",17,162,86
"F",17,156,52
"F",17,157,51
"M",17,162,49
"F",17,160,58
"M",17,164,51
"M",17,164,61
"F",17,164,66
"M",17,180,73
"M",17,165,72
"F",17,159,73
"F",17,151,43
"F",17,161,55
"M",17,160,52
"M",17,176,66
"F",17,155,44
"F",17,151,63
"F",17,172,68
"F",17,157,57
"F",17,158,55
"F",17,154,44
"F",17,155,55
"M",17,165,50
"F",17,157,51
"M",17,173,61
"M",17,163,63
"M",17,157,57
"M",17,170,57
"F",17,167,60
"M",17,168,50
"M",17,167,78
"M",17,170,64
"F",17,165,64
"F",17,165,54
"M",17,177,55
"M",17,174,72
"M",17,169,60
"M",17,160,85
"M",17,172,56
"F",17,151,47
"F",17,158,52
"F",17,168,54
"F",17,157,60
"F",17,153,53
"M",17,175,71
"M",17,170,56
"M",17,175,67
"M",17,166,53
"F",17,162,51
"M",17,171,61
"F",17,165,50
"M",17,180,64
"F",17,158,71
"M",17,162,60
"M",17,176,62
"F",17,155,49
"F",17,164,54
"F",17,159,58
"M",17,172,68
"M",17,163,52
"M",17,170,51
"M",17,178,71
"M",17,161,57
"M",17,165,69
"M",17,168,50
"M",17,171,68
"F",17,157,48
"F",17,163,45
"F",17,153,49
"M",17,175,57
"F",17,151,48
"M",17,167,69
"F",17,170,61
"M",17,177,64
"F",17,155,52
"M",17,172,87
"M",17,173,81
"M",17,170,70
"M",17,170,58
"M",17,175,69
"M",17,172,62
"M",17,161,51
"M",17,165,60
"F",17,156,60
"F",17,155,47
"F",17,157,54
"F",17,160,50
"F",17,155,51
"F",17,161,45
"F",17,168,57
"F",17,154,49
"M",17,176,76
"F",17,168,51
"F",17,168,52
"F",17,149,46
"M",17,178,81
"F",17,152,49
"F",17,152,42
"M",17,168,49
"M",17,161,80
"M",17,171,63
"M",17,170,59
"F",17,159,43
"M",17,174,65
"F",17,161,61
"F",17,161,54
"F",17,159,57
"M",17,169,50
"F",17,155,57
"F",17,156,49
"M",17,164,54
"M",17,167,51
"F",17,160,56
"M",17,166,48
"F",17,162,52
"F",17,164,51
"F",17,159,50
"F",17,160,72
"F",17,154,47
"M",17,165,51
"M",17,168,52
"M",17,180,61
"F",17,164,64
"M",17,174,63
"F",17,147,57
"F",17,161,50
"M",17,167,56
"F",17,158,50
"F",17,155,54
"M",17,169,62
"F",17,160,49
"F",17,151,44
"F",17,157,60
"M",17,169,58
"M",17,169,64
"M",17,178,64
"M",17,168,51
"F",17,162,53
"F",17,161,57
"F",17,152,49
"F",17,148,41
"F",17,154,51
"M",17,163,52
"F",17,167,62
"F",17,154,48
"M",17,177,66
"F",17,156,55
"F",17,152,41
"F",17,171,59
"M",17,187,67
"M",17,169,68
"M",17,175,98
